Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Nearmi;Numéro de téléphone: 0494 11 20 06;http://nearmi.be/;contact@nearmi.be;NON;OUI;WordPress;TRUE
CYGNUM;Numéro de téléphone: 0478 62 08 41;https://cygnum.be/;NOT_FOUND;OUI;OUI;WordPress;TRUE
Acolyte – Agence WordPress;Numéro de téléphone: 0470 46 92 82;https://acolyteagency.com/;contact@acolyteagency.com;NON;OUI;WordPress;TRUE
desiRED | Digital Communication Agency;Numéro de téléphone: 0475 59 67 58;https://desired.be/;NOT_FOUND;OUI;OUI;WordPress;TRUE
OPPOZYTE;Numéro de téléphone: 0495 32 14 22;http://www.oppozyte.be/;info@oppozyte.be;NON;OUI;Webflow;TRUE
Reed;Numéro de téléphone: 0479 72 06 05;http://www.reed.be/;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Digit-Up Agency;Numéro de téléphone: 0470 96 29 91;http://digit-up.be/;rj@digit-up.be;NON;OUI;WordPress;TRUE
Nonante Cinq - Charleroi (Agence de conseil en communication et Relations Publiques);Numéro de téléphone: 071 11 82 95;https://www.nonantecinq.com/;NOT_FOUND;OUI;OUI;NOT_FOUND;TRUE
Dreammachine;Numéro de téléphone: 071 18 11 21;http://www.dreammachine.be/;guido@dreammachine.be;NON;OUI;WordPress;TRUE
PRAXEE – Création de sites internet;Numéro de téléphone: 0471 53 58 85;https://praxeedigital.com/;praxeedigtial@outlook.com;NON;OUI;NOT_FOUND;TRUE
Univers Du Web;Numéro de téléphone: 0486 67 98 78;https://universduweb.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Chacun Son Job;Numéro de téléphone: 071 11 94 89;https://chacunsonjob.be/;hello@chacunsonjob.be;NON;OUI;WordPress;TRUE
Écrans Géants Led PROXILED;Numéro de téléphone: 0479 75 13 73;http://www.proxiled.com/;contact@proxiled.com;NON;OUI;WordPress;TRUE
Be Seen Concept;Numéro de téléphone: 0493 37 78 31;https://www.beseenconcept.be/;info@beseenconcept.be;NON;OUI;WordPress;TRUE
ADEVO Solutions;Numéro de téléphone: 071 19 14 03;https://www.adevo.be/;info@adevo.be;OUI;OUI;NOT_FOUND;TRUE
IDFresh;Numéro de téléphone: 0479 60 89 98;https://www.idfresh.agency/;hello@idfresh.eu;NON;OUI;WordPress;TRUE
1pulsion;Numéro de téléphone: 0479 27 73 79;http://www.1pulsion.be/;parnould@1pulsion.be;NON;OUI;WordPress;TRUE
DynamicDigital;Numéro de téléphone: 0494 16 48 15;https://www.dynamicdigital.eu/;info@dynamicdigital.eu;NON;OUI;WordPress;TRUE
Clef2web;Numéro de téléphone: 071 96 04 74;https://www.clef2web.be/;NOT_FOUND;OUI;OUI;WordPress;TRUE
digitalway;Numéro de téléphone: 0474 99 86 97;https://www.digitalway.be/;hello@digitalway.be;NON;OUI;WordPress;TRUE
Indigo Studio SRL;Numéro de téléphone: 0488 18 24 52;http://indigo-studio.be/;hello@indigo-studio.be;NON;OUI;WordPress;TRUE
vlmancer.digital;Numéro de téléphone: 0465 68 56 47;https://www.google.com/maps/place/AGENCE+WEB+-+ZIXAR+%E2%9C%93+Site+Web+%E2%9C%93+SEO+%E2%9C%93+Marketing+%E2%9C%93+eCommerce+%26+bien+plus+!/data=!4m7!3m6!1s0x47c237acaf6cd3bb:0x50dc9d1ad352e6d2!8m2!3d50.4789282!4d4.1964133!16s%2Fg%2F1q5glksd2!19sChIJu9Nsr6w3wkcR0uZS0xqd3FA;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Rdesign Belgium;Numéro de téléphone: 0474 12 36 78;https://www.rdesignbelgium.be/;contact@rdesignbelgium.be;NON;OUI;WordPress;TRUE
Existe;Numéro de téléphone: 0498 69 24 22;http://www.existe.be/;info@existe.be;NON;OUI;WordPress;TRUE
Digital Vision;Numéro de téléphone: 0475 25 60 95;https://www.google.com/maps/place/AGENCE+WEB+-+ZIXAR+%E2%9C%93+Site+Web+%E2%9C%93+SEO+%E2%9C%93+Marketing+%E2%9C%93+eCommerce+%26+bien+plus+!/data=!4m7!3m6!1s0x47c237acaf6cd3bb:0x50dc9d1ad352e6d2!8m2!3d50.4789282!4d4.1964133!16s%2Fg%2F1q5glksd2!19sChIJu9Nsr6w3wkcR0uZS0xqd3FA;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Weblia - Développement d'applications mobiles à Charleroi;Numéro de téléphone: 0479 45 18 85;https://agence-weblia.com/;marc.dupont@belindustries.be;NON;OUI;NOT_FOUND;TRUE
MB-Creation;Numéro de téléphone: 071 49 55 99;http://www.mb-creation.be/;NOT_FOUND;NON;OUI;WordPress;TRUE
Seegraph;Numéro de téléphone: 071 49 53 53;https://www.seegraph.com/;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
GuyEdgardBotson;Numéro de téléphone: 0498 37 03 06;https://guyedgardbotson.be/;NOT_FOUND;OUI;OUI;WordPress;TRUE
Digital Nomad Agency;Numéro de téléphone: 0472 65 33 70;https://www.google.com/maps/place/AGENCE+WEB+-+ZIXAR+%E2%9C%93+Site+Web+%E2%9C%93+SEO+%E2%9C%93+Marketing+%E2%9C%93+eCommerce+%26+bien+plus+!/data=!4m7!3m6!1s0x47c237acaf6cd3bb:0x50dc9d1ad352e6d2!8m2!3d50.4789282!4d4.1964133!16s%2Fg%2F1q5glksd2!19sChIJu9Nsr6w3wkcR0uZS0xqd3FA;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Xavier Degraux;Numéro de téléphone: 0478 35 93 56;http://www.xavierdegraux.be/;xavier@degraux.be;NON;OUI;WordPress;TRUE
Wuji Marketing;Numéro de téléphone: 0487 82 78 20;https://www.google.com/maps/place/AGENCE+WEB+-+ZIXAR+%E2%9C%93+Site+Web+%E2%9C%93+SEO+%E2%9C%93+Marketing+%E2%9C%93+eCommerce+%26+bien+plus+!/data=!4m7!3m6!1s0x47c237acaf6cd3bb:0x50dc9d1ad352e6d2!8m2!3d50.4789282!4d4.1964133!16s%2Fg%2F1q5glksd2!19sChIJu9Nsr6w3wkcR0uZS0xqd3FA;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Black Hills Web Agency;Numéro de téléphone: 071 29 91 40;http://black-hills.agency/;hello@black-hills.agency;NON;OUI;WordPress;TRUE
BIW Agency - Best Imaging Web;Numéro de téléphone: 0472 56 16 50;https://biw.agency/;contact@biw.agency;NON;OUI;WordPress;TRUE
ALÉGORIX;Numéro de téléphone: 0467 05 95 20;https://alegorix.agency/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
