Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Résultats;Numéro de téléphone: 0477 20 02 67;https://franimultiservices.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0489 26 66 24;http://www.debouchagecharleroi.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0483 66 97 04;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0480 20 57 81;https://belga-plomberie.com/plombier-charleroi/;contact@belga-plomberie.com;NON;OUI;WordPress;UNKNOWN
Résultats;Numéro de téléphone: 0498 27 96 41;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0480 20 47 28;https://plombierrimas.be/plombier-charleroi/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0493 24 24 24;https://www.waterchauff.be/?utm_source=gmb&utm_medium=referral;water.chauff@gmail.com;NON;OUI;WordPress;UNKNOWN
Résultats;Numéro de téléphone: 0465 91 78 14;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0465 91 78 14;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0488 45 99 76;http://www.facebook.com/akchauffage.chauffagistecharleroi;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0491 11 90 10;https://daytimeheating.be/;info@toters-media.com;NON;OUI;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0456 55 59 62;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 071 11 61 67;https://hainaut-assainissement.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0471 93 22 10;https://lglchauffage.be/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0479 35 14 97;https://www.pagesdor.be/entreprise/Charleroi/L696058/Sol+Sat/;NOT_FOUND;NON;OUI;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0486 77 00 08;https://sites.google.com/view/thermiconfort/accueil;thermiconfort@outlook.com;NON;OUI;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 071 42 26 80;https://www.pagesdor.be/entreprise/Charleroi/L11044205/Abiplomb/;abiplomb@hotmail.com;NON;OUI;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 0480 20 61 95;https://sosplombier.express/plombier-charleroi/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Résultats;Numéro de téléphone: 071 30 35 11;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
